what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266513072078
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266513080093
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266513089578
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266513090531
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266513095093
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266513104953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266513116640
executed,command,org.tigris.subversion.subclipse.ui,1.6.7,"org.tigris.subversion.subclipse.ui.commit",1266513116687
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266513120921
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266513125703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266513133140
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266513145625
executed,command,org.tigris.subversion.subclipse.ui,1.6.7,"org.tigris.subversion.subclipse.ui.commit",1266513145687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266513145984
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266513146375
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266513750234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266517259593
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266517265953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266517267093
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266517268265
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266522290171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266522292546
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266522295187
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266522295515
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1266522296656
