what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509533781
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509534500
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509550484
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509550828
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509550906
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509551687
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509602453
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266509603250
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509630312
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509749984
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509751343
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509989843
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266509994281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266510307796
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266510310640
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266510314218
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266510315078
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266510366859
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266510404250
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266510404437
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266510404531
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266510406046
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266510407390
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266510408187
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266510410312
