what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511785421
executed,command,org.tigris.subversion.subclipse.ui,1.6.7,"org.tigris.subversion.subclipse.ui.update",1266511789750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511790062
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511790187
executed,command,org.tigris.subversion.subclipse.ui,1.6.7,"org.tigris.subversion.subclipse.ui.update",1266511794828
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511795125
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511795296
executed,command,org.tigris.subversion.subclipse.ui,1.6.7,"org.tigris.subversion.subclipse.ui.update",1266511799750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511800046
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511800203
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511805234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511806453
executed,command,org.tigris.subversion.subclipse.ui,1.6.7,"org.tigris.subversion.subclipse.ui.commit",1266511806531
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511806812
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511806984
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511811750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511813312
executed,command,org.tigris.subversion.subclipse.ui,1.6.7,"org.tigris.subversion.subclipse.ui.commit",1266511813390
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511813687
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511813937
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511819890
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511821531
executed,command,org.tigris.subversion.subclipse.ui,1.6.7,"org.tigris.subversion.subclipse.ui.commit",1266511821593
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511821890
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266511822031
