what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505127375
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505196203
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266505225078
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505274484
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505274531
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266505281921
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266505285765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505289781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505309921
executed,command,org.tigris.subversion.subclipse.ui,1.6.7,"org.tigris.subversion.subclipse.ui.commit",1266505310031
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505310312
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505310703
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266505318203
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266505318312
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266505318312
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266505320484
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266505320484
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505346093
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505350671
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505353062
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505363843
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266505369156
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266505369234
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505384531
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266505409359
