what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266512246765
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266512262234
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266512264125
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266512278343
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266512284390
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266512299625
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266512301656
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266512308421
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266512309343
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512313750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512315328
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512317687
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512318484
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512336734
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512349156
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266512350437
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266512354125
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512356890
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512357859
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512359546
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512360625
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512365671
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512366609
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512380937
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266512381968
